datetime,U_DYFAMED,datenum,lat,lon
2025-02-17 19:00:00,7.9,20136.791666666668,43.38,7.83
2025-02-17 20:00:00,8.1,20136.833333333332,43.38,7.83
2025-02-17 21:00:00,7.7,20136.875,43.38,7.83
2025-02-17 22:00:00,7.9,20136.916666666668,43.38,7.83
2025-02-17 23:00:00,7.4,20136.958333333332,43.38,7.83
2025-02-18 00:00:00,7.6,20137.0,43.38,7.83
2025-02-18 01:00:00,6.8,20137.041666666668,43.38,7.83
2025-02-18 02:00:00,6.9,20137.083333333332,43.38,7.83
2025-02-18 03:00:00,7.1,20137.125,43.38,7.83
2025-02-18 04:00:00,6.2,20137.166666666668,43.38,7.83
2025-02-18 05:00:00,6.4,20137.208333333332,43.38,7.83
2025-02-18 06:00:00,6.6,20137.25,43.38,7.83
2025-02-18 07:00:00,6.0,20137.291666666668,43.38,7.83
2025-02-18 08:00:00,6.4,20137.333333333332,43.38,7.83
2025-02-18 09:00:00,6.1,20137.375,43.38,7.83
2025-02-18 10:00:00,6.3,20137.416666666668,43.38,7.83
2025-02-18 11:00:00,6.3,20137.458333333332,43.38,7.83
2025-02-18 12:00:00,6.1,20137.5,43.38,7.83
2025-02-18 13:00:00,5.1,20137.541666666668,43.38,7.83
2025-02-18 14:00:00,4.9,20137.583333333332,43.38,7.83
2025-02-18 15:00:00,4.8,20137.625,43.38,7.83
2025-02-18 16:00:00,5.2,20137.666666666668,43.38,7.83
2025-02-18 17:00:00,5.6,20137.708333333332,43.38,7.83
2025-02-18 18:00:00,6.1,20137.75,43.38,7.83
2025-02-18 19:00:00,7.1,20137.791666666668,43.38,7.83
2025-02-18 20:00:00,8.0,20137.833333333332,43.38,7.83
2025-02-18 21:00:00,8.6,20137.875,43.38,7.83
2025-02-18 22:00:00,8.6,20137.916666666668,43.38,7.83
2025-02-18 23:00:00,8.8,20137.958333333332,43.38,7.83
2025-02-19 00:00:00,9.5,20138.0,43.38,7.83
2025-02-19 01:00:00,9.7,20138.041666666668,43.38,7.83
2025-02-19 02:00:00,9.2,20138.083333333332,43.38,7.83
2025-02-19 03:00:00,9.4,20138.125,43.38,7.83
2025-02-19 04:00:00,9.2,20138.166666666668,43.38,7.83
2025-02-19 05:00:00,9.5,20138.208333333332,43.38,7.83
2025-02-19 06:00:00,9.2,20138.25,43.38,7.83
2025-02-19 07:00:00,10.2,20138.291666666668,43.38,7.83
2025-02-19 08:00:00,10.7,20138.333333333332,43.38,7.83
2025-02-19 09:00:00,11.0,20138.375,43.38,7.83
2025-02-19 10:00:00,11.6,20138.416666666668,43.38,7.83
2025-02-19 11:00:00,11.8,20138.458333333332,43.38,7.83
2025-02-19 12:00:00,11.6,20138.5,43.38,7.83
2025-02-19 13:00:00,11.7,20138.541666666668,43.38,7.83
2025-02-19 14:00:00,11.3,20138.583333333332,43.38,7.83
2025-02-19 15:00:00,11.6,20138.625,43.38,7.83
2025-02-19 16:00:00,11.1,20138.666666666668,43.38,7.83
2025-02-19 17:00:00,10.8,20138.708333333332,43.38,7.83
2025-02-19 18:00:00,10.4,20138.75,43.38,7.83
2025-02-19 21:00:00,,20138.875,43.38,7.83
2025-02-20 00:00:00,9.3,20139.0,43.38,7.83
2025-02-20 01:00:00,9.3,20139.041666666668,43.38,7.83
2025-02-20 02:00:00,8.6,20139.083333333332,43.38,7.83
2025-02-20 03:00:00,9.0,20139.125,43.38,7.83
2025-02-20 04:00:00,8.5,20139.166666666668,43.38,7.83
2025-02-20 05:00:00,8.4,20139.208333333332,43.38,7.83
2025-02-20 06:00:00,8.0,20139.25,43.38,7.83
2025-02-20 07:00:00,8.2,20139.291666666668,43.38,7.83
2025-02-20 08:00:00,9.0,20139.333333333332,43.38,7.83
2025-02-20 09:00:00,8.8,20139.375,43.38,7.83
2025-02-20 10:00:00,8.6,20139.416666666668,43.38,7.83
2025-02-20 11:00:00,8.7,20139.458333333332,43.38,7.83
2025-02-20 12:00:00,8.4,20139.5,43.38,7.83
2025-02-20 13:00:00,7.5,20139.541666666668,43.38,7.83
2025-02-20 14:00:00,6.8,20139.583333333332,43.38,7.83
2025-02-20 15:00:00,5.9,20139.625,43.38,7.83
2025-02-20 16:00:00,5.8,20139.666666666668,43.38,7.83
2025-02-20 17:00:00,5.8,20139.708333333332,43.38,7.83
2025-02-20 18:00:00,6.2,20139.75,43.38,7.83
2025-02-20 19:00:00,6.0,20139.791666666668,43.38,7.83
2025-02-20 20:00:00,6.6,20139.833333333332,43.38,7.83
2025-02-20 21:00:00,6.5,20139.875,43.38,7.83
2025-02-20 22:00:00,,20139.916666666668,43.38,7.83
2025-02-20 23:00:00,7.9,20139.958333333332,43.38,7.83
2025-02-21 00:00:00,8.2,20140.0,43.38,7.83
2025-02-21 01:00:00,8.2,20140.041666666668,43.38,7.83
2025-02-21 02:00:00,8.1,20140.083333333332,43.38,7.83
2025-02-21 03:00:00,8.2,20140.125,43.38,7.83
2025-02-21 04:00:00,8.0,20140.166666666668,43.38,7.83
2025-02-21 05:00:00,8.1,20140.208333333332,43.38,7.83
2025-02-21 06:00:00,8.2,20140.25,43.38,7.83
2025-02-21 07:00:00,7.9,20140.291666666668,43.38,7.83
2025-02-21 08:00:00,7.6,20140.333333333332,43.38,7.83
2025-02-21 09:00:00,7.2,20140.375,43.38,7.83
2025-02-21 10:00:00,7.7,20140.416666666668,43.38,7.83
2025-02-21 11:00:00,6.3,20140.458333333332,43.38,7.83
2025-02-21 12:00:00,5.9,20140.5,43.38,7.83
2025-02-21 13:00:00,6.0,20140.541666666668,43.38,7.83
2025-02-21 14:00:00,6.4,20140.583333333332,43.38,7.83
2025-02-21 15:00:00,6.6,20140.625,43.38,7.83
2025-02-21 16:00:00,6.3,20140.666666666668,43.38,7.83
2025-02-21 17:00:00,6.7,20140.708333333332,43.38,7.83
2025-02-21 18:00:00,5.9,20140.75,43.38,7.83
2025-02-21 19:00:00,5.7,20140.791666666668,43.38,7.83
2025-02-21 20:00:00,5.9,20140.833333333332,43.38,7.83
2025-02-21 21:00:00,6.5,20140.875,43.38,7.83
2025-02-21 22:00:00,5.6,20140.916666666668,43.38,7.83
2025-02-21 23:00:00,7.2,20140.958333333332,43.38,7.83
2025-02-22 00:00:00,7.9,20141.0,43.38,7.83
2025-02-22 01:00:00,7.9,20141.041666666668,43.38,7.83
2025-02-22 02:00:00,6.9,20141.083333333332,43.38,7.83
2025-02-22 03:00:00,6.3,20141.125,43.38,7.83
2025-02-22 04:00:00,5.7,20141.166666666668,43.38,7.83
2025-02-22 05:00:00,4.5,20141.208333333332,43.38,7.83
2025-02-22 06:00:00,4.5,20141.25,43.38,7.83
2025-02-22 07:00:00,5.2,20141.291666666668,43.38,7.83
2025-02-22 08:00:00,4.9,20141.333333333332,43.38,7.83
2025-02-22 09:00:00,5.6,20141.375,43.38,7.83
2025-02-22 10:00:00,5.6,20141.416666666668,43.38,7.83
2025-02-22 11:00:00,5.1,20141.458333333332,43.38,7.83
2025-02-22 12:00:00,6.0,20141.5,43.38,7.83
2025-02-22 13:00:00,5.6,20141.541666666668,43.38,7.83
2025-02-22 14:00:00,4.9,20141.583333333332,43.38,7.83
2025-02-22 15:00:00,4.7,20141.625,43.38,7.83
2025-02-22 16:00:00,5.4,20141.666666666668,43.38,7.83
2025-02-22 17:00:00,6.2,20141.708333333332,43.38,7.83
2025-02-22 18:00:00,6.1,20141.75,43.38,7.83
2025-02-22 19:00:00,6.1,20141.791666666668,43.38,7.83
2025-02-22 20:00:00,5.7,20141.833333333332,43.38,7.83
2025-02-22 21:00:00,5.8,20141.875,43.38,7.83
2025-02-22 23:00:00,6.6,20141.958333333332,43.38,7.83
2025-02-23 00:00:00,7.3,20142.0,43.38,7.83
2025-02-23 01:00:00,7.8,20142.041666666668,43.38,7.83
2025-02-23 02:00:00,7.4,20142.083333333332,43.38,7.83
2025-02-23 03:00:00,7.4,20142.125,43.38,7.83
2025-02-23 04:00:00,6.7,20142.166666666668,43.38,7.83
2025-02-23 05:00:00,6.4,20142.208333333332,43.38,7.83
2025-02-23 06:00:00,6.0,20142.25,43.38,7.83
2025-02-23 07:00:00,6.1,20142.291666666668,43.38,7.83
2025-02-23 08:00:00,5.8,20142.333333333332,43.38,7.83
2025-02-23 09:00:00,6.1,20142.375,43.38,7.83
2025-02-23 10:00:00,5.4,20142.416666666668,43.38,7.83
2025-02-23 11:00:00,5.2,20142.458333333332,43.38,7.83
2025-02-23 12:00:00,4.1,20142.5,43.38,7.83
2025-02-23 13:00:00,3.0,20142.541666666668,43.38,7.83
2025-02-23 14:00:00,2.1,20142.583333333332,43.38,7.83
2025-02-23 15:00:00,1.8,20142.625,43.38,7.83
2025-02-23 16:00:00,0.7,20142.666666666668,43.38,7.83
2025-02-23 17:00:00,0.7,20142.708333333332,43.38,7.83
2025-02-23 18:00:00,1.5,20142.75,43.38,7.83
2025-02-23 19:00:00,1.0,20142.791666666668,43.38,7.83
2025-02-23 20:00:00,1.8,20142.833333333332,43.38,7.83
2025-02-23 21:00:00,1.5,20142.875,43.38,7.83
2025-02-23 22:00:00,2.6,20142.916666666668,43.38,7.83
2025-02-23 23:00:00,2.1,20142.958333333332,43.38,7.83
2025-02-24 00:00:00,1.5,20143.0,43.38,7.83
2025-02-24 01:00:00,2.3,20143.041666666668,43.38,7.83
2025-02-24 02:00:00,2.3,20143.083333333332,43.38,7.83
2025-02-24 03:00:00,3.4,20143.125,43.38,7.83
2025-02-24 04:00:00,3.0,20143.166666666668,43.38,7.83
2025-02-24 05:00:00,2.7,20143.208333333332,43.38,7.83
2025-02-24 06:00:00,3.1,20143.25,43.38,7.83
2025-02-24 07:00:00,4.2,20143.291666666668,43.38,7.83
2025-02-24 08:00:00,3.6,20143.333333333332,43.38,7.83
2025-02-24 09:00:00,3.3,20143.375,43.38,7.83
2025-02-24 10:00:00,3.4,20143.416666666668,43.38,7.83
2025-02-24 11:00:00,3.7,20143.458333333332,43.38,7.83
2025-02-24 12:00:00,3.4,20143.5,43.38,7.83
2025-02-24 13:00:00,4.7,20143.541666666668,43.38,7.83
2025-02-24 14:00:00,4.9,20143.583333333332,43.38,7.83
2025-02-24 15:00:00,5.4,20143.625,43.38,7.83
2025-02-24 16:00:00,4.5,20143.666666666668,43.38,7.83
2025-02-24 17:00:00,4.7,20143.708333333332,43.38,7.83
2025-02-24 18:00:00,5.1,20143.75,43.38,7.83
2025-02-24 19:00:00,4.7,20143.791666666668,43.38,7.83
2025-02-24 20:00:00,4.9,20143.833333333332,43.38,7.83
2025-02-24 21:00:00,6.6,20143.875,43.38,7.83
2025-02-24 22:00:00,6.7,20143.916666666668,43.38,7.83
2025-02-24 23:00:00,6.9,20143.958333333332,43.38,7.83
2025-02-25 00:00:00,7.3,20144.0,43.38,7.83
2025-02-25 01:00:00,7.1,20144.041666666668,43.38,7.83
2025-02-25 02:00:00,7.6,20144.083333333332,43.38,7.83
2025-02-25 03:00:00,6.8,20144.125,43.38,7.83
2025-02-25 04:00:00,6.1,20144.166666666668,43.38,7.83
2025-02-25 05:00:00,6.2,20144.208333333332,43.38,7.83
2025-02-25 06:00:00,4.8,20144.25,43.38,7.83
2025-02-25 07:00:00,5.2,20144.291666666668,43.38,7.83
2025-02-25 08:00:00,4.6,20144.333333333332,43.38,7.83
2025-02-25 09:00:00,5.5,20144.375,43.38,7.83
2025-02-25 12:00:00,5.3,20144.5,43.38,7.83
2025-02-25 13:00:00,5.9,20144.541666666668,43.38,7.83
2025-02-25 14:00:00,3.4,20144.583333333332,43.38,7.83
2025-02-25 15:00:00,4.7,20144.625,43.38,7.83
2025-02-25 16:00:00,3.6,20144.666666666668,43.38,7.83
2025-02-25 17:00:00,3.7,20144.708333333332,43.38,7.83
2025-02-25 18:00:00,4.1,20144.75,43.38,7.83
2025-02-25 19:00:00,5.6,20144.791666666668,43.38,7.83
2025-02-25 20:00:00,6.6,20144.833333333332,43.38,7.83
2025-02-25 21:00:00,7.4,20144.875,43.38,7.83
2025-02-25 22:00:00,8.7,20144.916666666668,43.38,7.83
2025-02-25 23:00:00,8.2,20144.958333333332,43.38,7.83
2025-02-26 00:00:00,6.3,20145.0,43.38,7.83
2025-02-26 01:00:00,7.0,20145.041666666668,43.38,7.83
2025-02-26 02:00:00,4.5,20145.083333333332,43.38,7.83
2025-02-26 03:00:00,1.7,20145.125,43.38,7.83
2025-02-26 04:00:00,5.3,20145.166666666668,43.38,7.83
2025-02-26 05:00:00,7.0,20145.208333333332,43.38,7.83
2025-02-26 06:00:00,8.8,20145.25,43.38,7.83
2025-02-26 07:00:00,8.4,20145.291666666668,43.38,7.83
2025-02-26 08:00:00,9.6,20145.333333333332,43.38,7.83
2025-02-26 09:00:00,5.9,20145.375,43.38,7.83
2025-02-26 10:00:00,5.7,20145.416666666668,43.38,7.83
2025-02-26 11:00:00,6.4,20145.458333333332,43.38,7.83
2025-02-26 12:00:00,5.0,20145.5,43.38,7.83
2025-02-26 13:00:00,3.1,20145.541666666668,43.38,7.83
2025-02-26 14:00:00,3.1,20145.583333333332,43.38,7.83
2025-02-26 15:00:00,4.3,20145.625,43.38,7.83
2025-02-26 16:00:00,6.6,20145.666666666668,43.38,7.83
2025-02-26 17:00:00,6.4,20145.708333333332,43.38,7.83
2025-02-26 18:00:00,6.6,20145.75,43.38,7.83
2025-02-26 19:00:00,5.1,20145.791666666668,43.38,7.83
2025-02-26 20:00:00,3.2,20145.833333333332,43.38,7.83
2025-02-26 21:00:00,1.7,20145.875,43.38,7.83
2025-02-26 22:00:00,1.4,20145.916666666668,43.38,7.83
2025-02-26 23:00:00,0.5,20145.958333333332,43.38,7.83
2025-02-27 00:00:00,1.3,20146.0,43.38,7.83
2025-02-27 01:00:00,1.4,20146.041666666668,43.38,7.83
2025-02-27 02:00:00,1.8,20146.083333333332,43.38,7.83
2025-02-27 03:00:00,0.9,20146.125,43.38,7.83
2025-02-27 04:00:00,1.7,20146.166666666668,43.38,7.83
2025-02-27 05:00:00,1.1,20146.208333333332,43.38,7.83
2025-02-27 06:00:00,0.9,20146.25,43.38,7.83
2025-02-27 07:00:00,2.3,20146.291666666668,43.38,7.83
2025-02-27 08:00:00,1.8,20146.333333333332,43.38,7.83
2025-02-27 09:00:00,1.8,20146.375,43.38,7.83
2025-02-27 10:00:00,2.1,20146.416666666668,43.38,7.83
2025-02-27 11:00:00,2.3,20146.458333333332,43.38,7.83
2025-02-27 12:00:00,4.6,20146.5,43.38,7.83
2025-02-27 13:00:00,4.5,20146.541666666668,43.38,7.83
2025-02-27 14:00:00,3.9,20146.583333333332,43.38,7.83
2025-02-27 15:00:00,2.6,20146.625,43.38,7.83
2025-02-27 16:00:00,2.6,20146.666666666668,43.38,7.83
2025-02-27 17:00:00,3.4,20146.708333333332,43.38,7.83
2025-02-27 18:00:00,3.1,20146.75,43.38,7.83
2025-02-27 19:00:00,2.9,20146.791666666668,43.38,7.83
2025-02-27 20:00:00,2.8,20146.833333333332,43.38,7.83
2025-02-27 21:00:00,2.1,20146.875,43.38,7.83
2025-02-27 22:00:00,6.5,20146.916666666668,43.38,7.83
2025-02-27 23:00:00,6.3,20146.958333333332,43.38,7.83
2025-02-28 00:00:00,6.5,20147.0,43.38,7.83
2025-02-28 01:00:00,5.7,20147.041666666668,43.38,7.83
2025-02-28 02:00:00,5.7,20147.083333333332,43.38,7.83
2025-02-28 03:00:00,6.6,20147.125,43.38,7.83
2025-02-28 04:00:00,6.0,20147.166666666668,43.38,7.83
2025-02-28 05:00:00,6.2,20147.208333333332,43.38,7.83
2025-02-28 06:00:00,5.7,20147.25,43.38,7.83
2025-02-28 07:00:00,6.3,20147.291666666668,43.38,7.83
2025-02-28 08:00:00,6.9,20147.333333333332,43.38,7.83
2025-02-28 09:00:00,5.0,20147.375,43.38,7.83
2025-02-28 10:00:00,4.2,20147.416666666668,43.38,7.83
2025-02-28 11:00:00,4.3,20147.458333333332,43.38,7.83
2025-02-28 12:00:00,3.8,20147.5,43.38,7.83
2025-02-28 13:00:00,4.2,20147.541666666668,43.38,7.83
2025-02-28 14:00:00,7.6,20147.583333333332,43.38,7.83
2025-02-28 15:00:00,7.8,20147.625,43.38,7.83
2025-02-28 16:00:00,7.6,20147.666666666668,43.38,7.83
2025-02-28 17:00:00,8.0,20147.708333333332,43.38,7.83
2025-02-28 18:00:00,8.0,20147.75,43.38,7.83
2025-02-28 19:00:00,7.0,20147.791666666668,43.38,7.83
2025-02-28 20:00:00,6.0,20147.833333333332,43.38,7.83
2025-02-28 21:00:00,5.1,20147.875,43.38,7.83
2025-02-28 22:00:00,5.9,20147.916666666668,43.38,7.83
2025-02-28 23:00:00,6.9,20147.958333333332,43.38,7.83
2025-03-01 00:00:00,6.7,20148.0,43.38,7.83
2025-03-01 01:00:00,6.4,20148.041666666668,43.38,7.83
2025-03-01 02:00:00,7.4,20148.083333333332,43.38,7.83
2025-03-01 03:00:00,7.8,20148.125,43.38,7.83
2025-03-01 04:00:00,7.8,20148.166666666668,43.38,7.83
2025-03-01 05:00:00,8.3,20148.208333333332,43.38,7.83
2025-03-01 06:00:00,9.0,20148.25,43.38,7.83
2025-03-01 07:00:00,10.4,20148.291666666668,43.38,7.83
2025-03-01 08:00:00,10.6,20148.333333333332,43.38,7.83
2025-03-01 09:00:00,11.4,20148.375,43.38,7.83
2025-03-01 10:00:00,11.1,20148.416666666668,43.38,7.83
2025-03-01 11:00:00,11.9,20148.458333333332,43.38,7.83
2025-03-01 12:00:00,12.8,20148.5,43.38,7.83
2025-03-01 13:00:00,12.6,20148.541666666668,43.38,7.83
2025-03-01 14:00:00,13.0,20148.583333333332,43.38,7.83
2025-03-01 15:00:00,13.2,20148.625,43.38,7.83
2025-03-01 16:00:00,14.3,20148.666666666668,43.38,7.83
2025-03-01 17:00:00,14.7,20148.708333333332,43.38,7.83
2025-03-01 18:00:00,13.1,20148.75,43.38,7.83
2025-03-01 19:00:00,14.2,20148.791666666668,43.38,7.83
2025-03-01 20:00:00,14.8,20148.833333333332,43.38,7.83
2025-03-01 21:00:00,14.6,20148.875,43.38,7.83
2025-03-01 22:00:00,13.2,20148.916666666668,43.38,7.83
2025-03-01 23:00:00,13.7,20148.958333333332,43.38,7.83
2025-03-02 00:00:00,14.1,20149.0,43.38,7.83
2025-03-02 01:00:00,14.5,20149.041666666668,43.38,7.83
2025-03-02 02:00:00,13.8,20149.083333333332,43.38,7.83
2025-03-02 03:00:00,13.2,20149.125,43.38,7.83
2025-03-02 04:00:00,14.0,20149.166666666668,43.38,7.83
2025-03-02 05:00:00,14.3,20149.208333333332,43.38,7.83
2025-03-02 06:00:00,15.3,20149.25,43.38,7.83
2025-03-02 07:00:00,14.6,20149.291666666668,43.38,7.83
2025-03-02 08:00:00,16.1,20149.333333333332,43.38,7.83
2025-03-02 09:00:00,14.6,20149.375,43.38,7.83
2025-03-02 10:00:00,14.7,20149.416666666668,43.38,7.83
2025-03-02 11:00:00,14.1,20149.458333333332,43.38,7.83
2025-03-02 12:00:00,14.6,20149.5,43.38,7.83
2025-03-02 13:00:00,13.3,20149.541666666668,43.38,7.83
2025-03-02 14:00:00,12.7,20149.583333333332,43.38,7.83
2025-03-02 15:00:00,12.1,20149.625,43.38,7.83
2025-03-02 16:00:00,11.5,20149.666666666668,43.38,7.83
2025-03-02 17:00:00,11.6,20149.708333333332,43.38,7.83
2025-03-02 18:00:00,12.9,20149.75,43.38,7.83
2025-03-02 19:00:00,12.0,20149.791666666668,43.38,7.83
2025-03-02 20:00:00,11.8,20149.833333333332,43.38,7.83
2025-03-02 21:00:00,11.7,20149.875,43.38,7.83
2025-03-02 22:00:00,11.0,20149.916666666668,43.38,7.83
2025-03-02 23:00:00,10.6,20149.958333333332,43.38,7.83
2025-03-03 00:00:00,11.9,20150.0,43.38,7.83
2025-03-03 01:00:00,12.7,20150.041666666668,43.38,7.83
2025-03-03 02:00:00,12.5,20150.083333333332,43.38,7.83
2025-03-03 03:00:00,11.9,20150.125,43.38,7.83
2025-03-03 04:00:00,12.2,20150.166666666668,43.38,7.83
2025-03-03 05:00:00,11.7,20150.208333333332,43.38,7.83
2025-03-03 06:00:00,11.3,20150.25,43.38,7.83
2025-03-03 07:00:00,11.1,20150.291666666668,43.38,7.83
2025-03-03 08:00:00,10.8,20150.333333333332,43.38,7.83
2025-03-03 09:00:00,10.1,20150.375,43.38,7.83
2025-03-03 10:00:00,10.0,20150.416666666668,43.38,7.83
2025-03-03 11:00:00,8.9,20150.458333333332,43.38,7.83
2025-03-03 12:00:00,8.3,20150.5,43.38,7.83
2025-03-03 13:00:00,8.0,20150.541666666668,43.38,7.83
2025-03-03 14:00:00,6.6,20150.583333333332,43.38,7.83
2025-03-03 15:00:00,7.0,20150.625,43.38,7.83
2025-03-03 16:00:00,7.0,20150.666666666668,43.38,7.83
2025-03-03 17:00:00,6.2,20150.708333333332,43.38,7.83
2025-03-03 18:00:00,7.5,20150.75,43.38,7.83
2025-03-03 19:00:00,5.9,20150.791666666668,43.38,7.83
2025-03-03 20:00:00,3.9,20150.833333333332,43.38,7.83
2025-03-03 21:00:00,4.2,20150.875,43.38,7.83
2025-03-03 22:00:00,4.0,20150.916666666668,43.38,7.83
2025-03-03 23:00:00,3.4,20150.958333333332,43.38,7.83
2025-03-04 00:00:00,4.9,20151.0,43.38,7.83
2025-03-04 01:00:00,7.1,20151.041666666668,43.38,7.83
2025-03-04 02:00:00,7.7,20151.083333333332,43.38,7.83
2025-03-04 03:00:00,8.0,20151.125,43.38,7.83
2025-03-04 04:00:00,8.5,20151.166666666668,43.38,7.83
2025-03-04 05:00:00,9.3,20151.208333333332,43.38,7.83
2025-03-04 06:00:00,8.2,20151.25,43.38,7.83
2025-03-04 07:00:00,9.0,20151.291666666668,43.38,7.83
2025-03-04 08:00:00,8.0,20151.333333333332,43.38,7.83
2025-03-04 12:00:00,,20151.5,43.38,7.83
2025-03-04 14:00:00,7.6,20151.583333333332,43.38,7.83
2025-03-04 15:00:00,7.8,20151.625,43.38,7.83
2025-03-04 16:00:00,7.5,20151.666666666668,43.38,7.83
2025-03-04 17:00:00,7.6,20151.708333333332,43.38,7.83
2025-03-04 18:00:00,7.5,20151.75,43.38,7.83
2025-03-04 19:00:00,6.6,20151.791666666668,43.38,7.83
2025-03-04 20:00:00,5.9,20151.833333333332,43.38,7.83
2025-03-04 21:00:00,5.1,20151.875,43.38,7.83
2025-03-04 22:00:00,7.0,20151.916666666668,43.38,7.83
2025-03-04 23:00:00,7.0,20151.958333333332,43.38,7.83
2025-03-05 00:00:00,6.0,20152.0,43.38,7.83
2025-03-05 01:00:00,6.7,20152.041666666668,43.38,7.83
2025-03-05 02:00:00,7.2,20152.083333333332,43.38,7.83
2025-03-05 03:00:00,7.9,20152.125,43.38,7.83
2025-03-05 04:00:00,8.6,20152.166666666668,43.38,7.83
2025-03-05 05:00:00,9.2,20152.208333333332,43.38,7.83
2025-03-05 06:00:00,9.0,20152.25,43.38,7.83
2025-03-05 07:00:00,8.9,20152.291666666668,43.38,7.83
2025-03-05 08:00:00,9.0,20152.333333333332,43.38,7.83
2025-03-05 09:00:00,8.6,20152.375,43.38,7.83
2025-03-05 10:00:00,7.8,20152.416666666668,43.38,7.83
2025-03-05 12:00:00,8.7,20152.5,43.38,7.83
2025-03-05 14:00:00,8.4,20152.583333333332,43.38,7.83
2025-03-05 15:00:00,8.8,20152.625,43.38,7.83
2025-03-05 17:00:00,8.0,20152.708333333332,43.38,7.83
2025-03-05 18:00:00,7.3,20152.75,43.38,7.83
2025-03-05 19:00:00,7.6,20152.791666666668,43.38,7.83
2025-03-05 23:00:00,8.5,20152.958333333332,43.38,7.83
2025-03-06 01:00:00,8.3,20153.041666666668,43.38,7.83
2025-03-06 03:00:00,6.8,20153.125,43.38,7.83
2025-03-06 05:00:00,8.0,20153.208333333332,43.38,7.83
2025-03-06 06:00:00,8.7,20153.25,43.38,7.83
2025-03-06 07:00:00,8.8,20153.291666666668,43.38,7.83
2025-03-06 09:00:00,7.3,20153.375,43.38,7.83
2025-03-06 11:00:00,8.0,20153.458333333332,43.38,7.83
2025-03-06 17:00:00,8.1,20153.708333333332,43.38,7.83
2025-03-06 20:00:00,9.0,20153.833333333332,43.38,7.83
2025-03-06 22:00:00,9.0,20153.916666666668,43.38,7.83
2025-03-07 02:00:00,8.3,20154.083333333332,43.38,7.83
2025-03-07 03:00:00,8.7,20154.125,43.38,7.83
